Timestamps,
498090556,3
498091891,3
498102581,0
498118166,20
498119260,0
498133067,4
498134478,1
498135545,1
498135762,4
498140620,2
498143455,3
498146355,2
498157624,20
498164887,0
498175392,0
498182542,1
498183915,4
498187718,4
498189222,1
498193021,2
498195525,3
498197376,2
498199118,20
498206138,3
498216174,0
498218812,0
498235014,3
498242068,2
498243494,1
498243775,4
498246212,4
498249049,2
498250490,3
498253943,20
498256054,1
498262365,0
498278280,0
498286215,20
498293168,2
498295463,3
498297398,2
498298839,1
498299845,4
498308437,3
498318454,20
498323626,0
498333516,0
498343913,4
498347130,4
498349908,3
498352356,3
498353346,2
498354421,1
498355700,1
498356821,2
498358734,20
498383283,0
498393577,0
498395371,3
498397747,20
498402634,1
498403458,2
498405093,4
498406427,3
498407907,4
498408850,2
498436268,0
498437013,20
498439724,0
498449171,3
498451046,3
498453457,2
498454481,4
498456239,1
498456812,4
498457664,2
498477840,20
498483164,0
498494742,0
498501883,2
498503090,1
498503675,4
498506772,1
498509321,4
498510298,2
498510544,3
498511754,3
498516530,20
498536671,0
498538942,0
498554348,4
498557798,2
498558142,3
498558648,4
498559413,2
498561842,20
498562986,1
498564502,3
498567146,1
498585082,0
498591094,0
498599402,20
498603825,4
498608367,3
498609656,3
498610367,4
498613070,2
498614280,1
498615630,2
498619942,1
498639821,20
498643524,0
498652593,0
498660892,3
498661619,1
498664090,2
498665275,4
498665967,2
498666336,20
498667030,3
498668099,4
498669238,1
498696457,0
498697943,0
498713608,1
498716158,4
498717224,2
498717440,4
498718185,20
498722787,3
498729818,1
498742927,0
498754091,0
498755976,3
498757574,20
498763613,4
498765593,3
498773186,1
498774450,2
498775067,2
498776072,1
498798184,20
498803340,0
498814073,0
498818596,2
498818909,3
498823133,4
498824584,1
498826005,3
498827933,4
498837978,20
498856010,0
498857690,0
498870708,3
498874434,3
498875310,1
498878080,1
498878695,2
498879457,2
498880740,20
498904978,0
498913049,0
498915785,20
498916176,3
498927828,3
498929839,2
498930697,4
498932837,1
498934556,1
498948550,20
498956273,0
498965024,0
498973770,2
498974622,2
498974913,3
498982609,1
498984825,4
498986134,3
498993765,4
499000963,20
499015964,0
499016772,0
499021173,2
499026937,2
499031821,20
499033321,1
499034350,3
499035093,3
499036122,1
499036853,4
499037910,4
499064438,0
499067849,20
499072480,0
499073781,2
499074425,2
499081122,3
499083292,3
499084530,1
499084759,4
499086314,4
499088885,1
499107820,20
499116093,0
499117589,0
499133220,2
499134160,2
499134968,4
499136387,3
499136609,4
499140900,1
499145559,3
499146886,20
499147963,1
499166223,0
499174659,0
499176308,3
499180166,2
499184361,3
499185529,4
499186121,2
499187730,20
499189374,4
499191570,1
499194935,1
499217053,20
499222678,0
499231617,0
499233903,2
499235295,2
499236454,3
499244246,4
499246220,3
499250720,4
499259079,20
499277245,0
499278558,0
499283994,2
499293649,3
499296078,1
499296884,1
499298452,4
499299268,4
499299600,20
499324099,0
499330445,2
499332107,0
499333455,2
499335112,3
499337895,20
499344226,3
499345465,4
499348603,4
499352064,1
499356919,1
499377620,20
499382727,0
499393744,0
499396582,4
499399223,4
499405275,1
499406277,1
499421717,20
499436136,0
499437201,0
499438941,2
499447395,3
499449695,2
499450101,3
499451248,1
499454107,4
499459046,4
499459377,20
499459642,1
499483054,0
499492225,2
499493894,0
499495196,2
499498329,20
499499934,3
499501564,3
499508025,1
499509882,1
499510257,4
499510930,4
499537621,0
499538929,20
499539285,0
499548961,3
499550775,2
499552925,3
499553675,4
499554735,2
499556678,4
499561673,1
499566348,1
499579327,20
499582696,0
499591354,2
499592954,2
499593928,0
499596238,3
499603768,3
499605729,4
499606981,4
499610876,1
499614915,1
499617325,20
499642942,0
499651077,0
499659940,2
499661138,2
499661343,1
499661944,20
499663185,3
499664809,4
499665347,1
499666277,4
499697068,0
499697530,20
499698600,2
499703711,4
499706477,4
499708386,2
499709183,3
499710280,3
499722305,1
499727660,1
499741415,20
499742949,0
499752272,2
499752950,2
499756810,3
499763945,4
499764855,3
499766552,4
499771946,1
499774461,20
499775917,1
499803310,0
499812942,2
499814915,0
499816540,2
499816753,4
499822341,1
499823764,3
499825995,20
499827672,1
499848464,20
499857057,0
499858383,0
499859083,2
499868920,2
499869205,3
499869881,4
499882497,1
499888349,1
499898445,20
499903404,0
499910268,2
499912783,0
499916695,2
499916974,3
499922662,3
499923823,4
499926514,4
499928754,20
499933997,1
499936289,1
499958660,0
499960069,2
499960836,0
499967190,2
499968083,20
499969462,3
499972585,4
499973521,3
499977125,4
499984757,1
499989651,1
500006164,0
500010020,0
500011506,20
500012066,2
500015103,2
500016349,3
500023731,4
500025391,3
500032849,4
500035547,1
500036933,1
500050688,20
500064261,0
500071003,2
500072414,0
500075695,4
500078609,3
500078917,4
500080041,20
500082522,1
500083411,3
500093816,1
500111555,2
500113385,2
500116090,0
500117308,0
500123934,4
500129294,4
500134072,20
500135273,3
500136118,3
500141631,1
500147684,1
500157506,20
500168719,0
500170495,0
500172788,2
500175046,2
500175809,3
500184620,3
500186813,4
500188357,4
500201498,20
500202392,1
500210918,1
500219059,2
500222871,0
500226175,2
500232024,0
500234969,4
500236476,3
500237017,4
500237381,20
500241832,1
500245657,3
500247694,1
500271550,2
500274604,2
500277467,0
500279025,0
500285330,20
500286168,4
500286780,4
500289399,3
500290448,3
500302050,1
500306952,1
500317525,20
500322412,0
500329651,0
500330797,2
500333392,2
500335530,3
500337238,4
500339943,4
500344099,3
500353392,1
500355947,1
500359172,20
500375790,0
500379506,2
500380556,0
500383981,4
500386095,2
500389416,4
500396590,3
500397328,20
500401631,3
500404588,1
500406259,1
500424025,0
500433233,2
500435102,2
500439515,20
500444113,4
500450755,3
500451589,4
500463564,1
500468194,1
500470364,20
500480036,2
500482926,0
500485643,2
500490906,0
500494846,4
500496503,4
500499252,3
500503396,3
500513523,1
500515094,1
500518365,20
500532176,2
500535664,0
500538368,2
500538673,0
500544105,4
500544924,4
500549646,20
500556715,3
500561770,1
500563781,3
500568112,1
500584916,0
500589115,20
500591039,0
500592566,2
500594568,2
500596786,3
500602253,3
500604081,4
500609285,4
500623442,1
500629411,1
500630558,20
500639241,2
500644849,0
500647071,2
500655670,4
500657856,4
500658136,3
500665313,3
500670451,20
500671691,1
500675627,1
500691153,2
500693612,2
500698210,0
500700024,0
500703875,4
500705416,4
500707770,20
500711513,3
500712639,3
500722369,1
500726868,1
500738920,2
500743219,0
500747344,2
500749898,20
500752333,0
500755275,4
500757093,3
500757594,4
500764087,3
500777343,20
500782781,1
500792187,2
500794357,2
500804954,4
500809290,4
500810498,0
500817015,3
500822077,3
500828364,20
500832797,1
500838919,1
500850245,2
500854633,0
500856549,2
500860382,20
500863741,4
500867832,3
500870122,4
500871324,3
500871659,0
500882443,1
500888595,1
500898564,20
500900165,2
500903530,0
500906072,2
500910849,0
500914846,4
500917659,3
500917952,4
500923286,3
500935641,1
500942163,1
500942627,20
500952571,2
500954788,2
500955579,0
500958330,0
500964246,4
500965705,4
500975413,3
500981817,3
500985315,20
500991949,1
500996876,1
500999047,2
501003824,0
501005406,2
501011475,0
501013311,4
501016829,4
501017752,20
501027517,3
501031165,3
501041822,1
501047862,1
501060885,2
501062925,20
501064321,0
501070197,0
501076107,3
501076414,4
501080908,4
501082671,3
501084949,2
501097766,20
501101575,1
501112785,1
501114626,2
501115525,0
501117186,0
501124145,4
501128860,4
501137034,3
501138654,20
501142897,3
501155214,1
501156154,1
501160674,2
501165031,0
501165889,2
501171483,0
501174321,4
501176642,4
501179677,20
501187951,3
501191105,3
501201734,1
501207191,1
501213296,2
501214335,2
501221375,20
501224373,4
501224896,0
501228140,4
501230220,0
501237040,3
501240639,3
501247338,20
501261785,1
501267693,1
501274203,2
501275686,2
501276007,0
501276833,0
501277891,4
501287617,3
501289235,3
501299271,20
501314519,1
501316624,1
501321417,2
501323894,0
501326277,4
501327435,2
501327862,20
501329670,0
501336306,3
501341325,3
501343637,4
501361748,1
501369542,20
501371809,1
501373658,2
501374866,2
501384397,4
501385336,4
501389721,0
501397061,3
501400162,3
501408037,20
501413659,1
501415254,1
501425333,0
501428817,0
501432482,2
501433308,2
501434056,4
501436998,4
501447493,3
501449321,20
501450605,3
501473350,2
501474435,1
501476182,2
501478191,1
501483400,0
501483743,4
501485509,4
501488332,20
501489187,0
501500882,3
501502913,3
501525435,1
501527794,1
501528658,20
501533055,2
501534242,2
501536666,4
501538147,4
501543873,0
501548481,0
501557346,3
501561242,3
501571578,20
501575759,1
501577260,1
501581259,2
501584253,0
501587186,2
501589615,4
501591753,0
501599580,4
501607864,3
501610160,3
501611129,20
501633224,1
501635053,2
501635851,2
501637175,1
501637629,20
501643027,4
501644516,4
501645478,0
501646826,0
501655733,3
501662712,3
501681572,1
501682589,20
501687588,1
501693084,0
501694413,2
501694927,2
501696996,4
501697320,0
501707710,3
501709473,3
501718032,20
501732867,1
501734459,1
501741974,2
501743754,0
501744096,4
501746617,2
501748713,4
501751342,0
501757832,3
501763460,3
501765731,20
501792935,2
501795431,2
501795710,1
501796649,1
501798398,4
501798983,4
501800933,20
501803810,0
501806300,0
501816866,3
501825711,3
501839014,20
501840860,2
501841852,1
501846221,2
501853607,0
501856679,4
501857569,4
501858391,0
501866658,3
501868768,3
501877998,20
501896215,1
501897448,1
501901513,2
501902783,0
501903806,4
501907192,0
501908442,4
501909734,2
501916503,3
501918801,20
501921484,3
501942981,1
501951144,1
501952960,0
501954034,2
501954919,4
501956854,4
501957997,20
501959444,0
501977546,3
501982903,3
502000296,2
502001882,20
502004867,4
502005599,2
502006514,1
502010006,4
502011881,0
502020014,0
502025418,3
502029161,20
502029624,3
502054030,2
502054889,2
502055122,1
502055747,1
502057358,4
502064862,0
502072304,20
502073837,0
502075432,3
502081579,3
502101601,1
502108318,20
502109849,1
502112620,4
502113764,2
502114594,2
502117513,4
502118187,0
502136101,3
502142158,3
502150454,20
502156270,1
502157168,1
502159442,2
502162870,4
502167501,4
502169568,2
502173494,0
502176120,0
502187238,3
502189122,3
502189518,20
502201724,1
502210031,1
502213603,4
502215766,2
502216781,2
502217686,4
502224493,0
502228397,0
502232600,20
502235908,3
502245379,3
502260171,2
502262634,1
502264956,4
502267510,1
502269310,2
502269699,20
502273438,4
502277904,0
502279306,0
502288500,3
502290172,3
502309494,20
502313583,1
502317545,2
502319017,1
502324909,0
502327559,4
502329611,4
502330866,0
502335764,3
502344406,3
502349207,20
502362523,1
502372707,1
502374093,4
502375006,2
502375591,2
502377681,4
502383872,0
502390153,0
502394274,20
502396579,3
502403981,3
502418657,20
502420181,2
502423787,1
502425473,4
502426723,1
502429465,4
502431188,2
502434001,0
502436828,0
502455797,3
502458944,20
502466217,3
502474105,1
502475875,2
502476751,2
502477004,1
502477235,4
502485078,0
502489080,0
502498207,20
502498750,3
502502473,3
502523867,4
502529882,1
502531375,4
502532282,1
502533238,2
502534670,2
502541868,20
502544664,0
502551086,0
502557709,3
502565402,3
502574368,2
502575518,2
502584417,4
502587438,1
502588972,20
502590124,1
502593014,0
502596083,0
502612296,3
502618490,3
502619096,20
502631691,4
502633202,1
502635177,2
502640956,2
502641248,4
502646328,0
502648995,0
502655303,3
502662779,20
502666073,3
502681854,2
502684102,1
502684595,4
502686371,4
502687530,2
502691045,1
502701631,20
502702451,0
502712914,3
502715245,3
502729704,20
502733186,4
502734199,2
502734458,1
502735197,1
502737136,4
502743508,0
502747955,0
502768954,3
502769936,3
502772120,20
502779661,2
502781189,1
502784287,4
502786241,2
502786960,4
502789179,1
502805551,0
502812981,20
502814010,0
502816268,3
502825328,3
502833424,2
502836445,2
502836801,4
502837777,4
502849731,1
502850401,20
502851630,1
502853067,0
502856872,0
502868395,3
502871117,3
502892622,20
502893661,1
502894959,2
502895783,2
502896027,1
502897182,4
502902714,0
502905145,0
502928801,3
502930431,3
502934976,20
502941213,1
502942316,2
502944413,4
502945097,4
502946423,2
502947394,1
502964938,0
502970168,20
502974737,0
502975575,3
502985927,3
502992923,2
502994002,4
502995665,2
503000918,4
503004064,1
503008332,1
503010394,20
503015862,0
503016826,0
503029242,3
503030001,3
503045365,4
503047001,4
503048242,20
503054266,1
503056143,2
503057510,2
503057951,1
503063359,0
503069138,0
503075380,3
503089011,3
503093351,20
503101013,1
503101984,2
503105553,4
503106327,2
503108333,4
503110223,1
503118548,20
503123127,0
503128545,3
503131429,3
503136943,0
503153007,1
503155589,4
503158570,1
503158799,4
503159924,2
503161105,20
503175052,0
503176258,0
503176543,3
503188945,3
503199458,20
503201025,2
503202827,1
503203711,4
503205209,4
503207058,2
503209351,1
503223753,0
503231761,0
503234554,3
503240670,20
503247911,3
503256617,2
503257424,2
503258333,4
503262229,1
503266061,1
503268407,20
503277239,0
503280869,0
503289086,3
503290129,3
503304167,4
503306747,4
503313195,1
503315017,2
503317367,2
503317570,1
503319302,20
503323914,0
503333462,0
503334923,3
503344333,3
503348123,20
503352490,4
503357452,4
503360155,2
503361792,1
503365732,1
503372677,2
503382192,0
503389475,20
503392325,0
503396097,3
503403912,3
503412972,2
503416210,4
503418148,2
503419466,4
503421201,1
503428494,1
503429670,20
503434330,0
503435765,0
503448607,3
503450453,3
503464144,4
503465066,4
503470634,20
503473602,1
503476276,2
503476542,1
503478289,2
503483421,0
503490820,0
503497593,3
503502569,3
503511012,20
503512590,4
503514678,2
503516377,2
503516912,4
503524555,1
503525644,1
503535116,0
503536017,0
503549624,3
503552017,3
503552715,20
503564045,4
503567025,4
503570940,1
503574762,2
503575969,1
503576913,2
503590217,20
503595017,3
503595170,0
503596124,0
503605712,3
503613234,4
503616746,4
503621528,2
503622981,1
503627259,2
503629680,1
503632266,20
503642370,0
503650667,0
503655934,3
503658589,20
503666014,3
503671688,4
503674621,2
503675459,2
503678134,4
503683226,1
503689256,1
503695779,0
503697454,0
503699752,20
503707356,3
503711844,3
503723426,4
503725839,4
503734055,1
503735409,2
503736416,2
503738039,1
503738577,20
503742882,0
503749598,0
503755261,3
503761997,4
503763836,4
503772038,3
503779563,20
503782857,2
503784368,1
503788567,2
503793485,1
503795293,0
503796259,0
503808260,3
503809199,3
503820182,20
503825150,4
503826422,4
503835235,1
503838311,2
503838592,1
503844599,2
503845454,0
503853345,0
503859247,20
503867329,3
503872960,4
503876129,4
503883272,2
503886845,1
503887151,2
503889309,1
503900490,20
503901801,0
503912546,0
503914896,3
503923134,3
503925254,4
503925954,4
503934267,2
503935901,2
503939527,20
503941932,1
503946787,1
503957702,0
503960278,0
503968207,3
503971299,20
503973874,3
503984682,4
503987714,4
503993039,1
503995409,2
503995831,1
503998593,2
504001552,0
504009141,20
504011489,0
504020918,3
504026187,4
504027877,4
504029539,3
504041860,2
504043268,1
504045095,2
504047780,1
504050049,20
504061845,0
504068169,3
504071838,3
504074038,0
504084986,4
504086284,4
504092692,20
504094291,1
504095435,2
504096381,2
504096640,1
504114807,0
504115995,0
504116126,3
504118355,20
504125786,3
504131728,4
504140951,4
504142471,2
504146290,2
504155707,1
504156622,1
504163144,0
504169306,20
504171642,0
504176197,3
504183203,4
504184851,4
504186181,3
504193355,2
504194670,2
504202934,1
504209132,1
504211422,20
504214464,0
504216879,0
504228042,3
504229094,3
504232591,4
504236801,4
504250717,20
504254751,2
504255123,1
504256376,1
504258463,2
504262404,0
504271423,0
504275690,3
504284544,3
504291316,4
504293198,4
504293893,20
504301926,1
504303226,2
504305974,2
504310126,1
504313805,0
504316816,0
504330202,20
504334665,3
504337361,4
504340943,4
504346152,3
504353631,2
504358937,20
504359978,2
504362367,1
504364242,0
504366851,1
504370331,0
504374387,3
504385103,3
504393531,4
504396901,4
504402895,20
504413693,1
504414770,2
504415201,1
504420785,2
504422501,0
504432550,0
504434722,3
504443108,3
504444518,4
504445326,20
504447989,4
504462091,1
504462916,2
504466741,1
504467697,2
504476061,0
504481417,0
504485274,20
504487570,3
504488614,3
504495857,4
504497768,4
504512048,1
504515090,1
504516011,2
504517434,2
504519052,20
504522571,0
504531093,0
504536905,3
504543145,4
504544054,3
504546691,4
504560211,20
504561516,2
504564167,1
504566879,2
504569565,1
504578673,0
504580395,0
504589316,3
504590816,3
504594692,4
504596788,4
504599831,20
504612706,2
504615413,2
504621846,0
504622112,1
504633502,0
504639649,20
504648043,3
504650061,3
504653570,4
504659703,4
504662711,2
504666975,2
504670746,1
504672218,20
504675937,1
504682794,0
504689748,0
504692683,4
504694386,3
504703733,3
504711897,4
504719531,20
504721758,1
504722818,2
504726639,2
504733339,1
504736136,0
504737094,0
504746751,3
504749020,3
504750028,20
504751327,4
504760003,4
504771652,1
504772911,2
504775576,1
504782503,2
504786419,0
504789550,20
504790968,0
504795468,3
504803638,4
504805627,3
504821684,1
504828519,2
504830750,2
504832979,20
504834194,0
504835843,0
504852392,4
504854822,3
504856601,4
504865211,3
504871425,20
504882242,1
504882467,0
504887609,2
504889765,2
504890534,0
504892015,1
504902236,4
504904067,4
504906220,3
504907740,3
504909437,20
504932334,0
504933414,2
504935592,1
504937983,1
504942702,2
504949405,20
504954157,4
504957555,4
504963001,3
504981818,0
504985000,1
504986956,2
504988347,2
504990738,20
504992328,1
505004479,4
505005642,3
505008635,3
505019785,4
505029723,20
505033763,2
505034946,1
505036495,1
505040058,2
505042142,0
505047689,0
505057253,3
505059231,20
505062661,3
505065080,4
505066709,4
505083501,1
505092628,2
505093829,1
505095658,0
505096577,0
505098885,2
505105197,20
505112468,4
505118384,4
505119470,3
505134398,2
505138866,2
505140877,20
505141223,0
505141964,1
505145753,1
505148961,0
505154342,3
505163980,4
505165435,3
505171079,4
505179764,20
505191637,0
505193297,1
505196357,2
505196557,0
505199793,2
505212196,20
505213531,4
505215072,3
505218127,4
505222380,3
505242167,0
505242363,1
505246334,2
505247534,2
505248452,0
505250405,1
505261621,20
505264045,4
505266860,3
505269339,3
505270071,4
505289330,20
505293720,2
505299810,2
505303566,1
505303820,0
505306976,1
505309090,0
505314822,3
505315698,4
505318074,4
505320585,3
505339632,20
505342301,0
505348347,0
505351952,1
505353763,2
505355595,1
505361946,2
505364900,4
505366721,3
505368018,3
505368747,4
505369863,20
505402206,0
505402520,1
505404646,2
505407476,0
505409223,2
505409943,20
505426989,4
505427921,4
505428122,3
505432179,3
505449047,1
505452367,0
505453580,20
505453992,2
505455054,1
505455260,0
505460111,2
505473787,4
505474801,3
505478332,4
505479072,3
505489686,20
505501661,1
505504574,1
505505438,0
505507491,0
505509306,2
505521267,2
505523855,3
505524970,4
505525944,4
505528493,3
505529198,20
505548220,1
505551830,0
505553700,2
505555112,0
505556375,1
505559002,2
505561674,20
505573968,4
505576589,3
505579412,4
505582752,3
505598968,20
505599933,1
505604944,1
505607080,0
505612382,2
505622077,2
505625310,3
505626602,4
505628001,4
505628196,3
505640007,20
505652471,0
505659362,0
505660703,1
505664227,2
505665762,1
505670688,2
505679941,20
505684009,4
505684705,3
505687643,4
505689812,3
505709344,1
505710075,0
505716284,1
505716971,2
505717707,2
505721440,20
505737535,4
505740333,3
505741006,3
505759757,2
505760900,20
505764352,1
505764848,0
505765574,1
505766869,2
505768034,0
505783683,3
505785745,4
505790305,4
505794347,3
505800044,20
505807533,1
505812251,2
505815076,2
505815297,0
505815947,0
505829531,20
505833987,4
505835366,3
505836478,4
505837887,3
505857715,2
505858858,1
505864661,0
505866641,0
505866856,2
505870242,1
505879902,20
505884199,4
505887842,4
505896454,3
505901603,3
505909511,20
505910255,2
505912759,0
505914568,2
505914749,0
505920540,1
505922337,1
505944121,3
505948303,4
505949623,4
505949902,3
505950364,20
505962329,0
505968207,0
505970760,2
505975886,1
505988951,2
505991279,20
505996643,4
505998862,4
505999070,3
506005319,3
506009796,2
506013218,2
506018612,1
506022692,0
506022981,1
506026599,0
506031467,20
506044807,4
506049416,3
506050416,3
506051961,4
506058916,20
506065253,1
506069841,2
506075028,0
506075748,1
506076859,0
506095641,4
506096651,3
506097189,4
506100623,3
506110095,20
506116475,2
506118886,1
506124655,0
506128915,0
506129088,2
506143837,4
506145562,4
506149267,20
506157464,3
506159673,3
506168514,2
506171623,0
506173083,2
506175472,0
506180413,1
506183411,1
506190335,20
506204090,3
506205226,4
506209494,3
506210743,4
506215340,2
506221054,20
506223573,0
506224350,0
506226957,1
506228951,2
506250391,1
506254641,4
506255832,3
506260897,4
506262496,3
506263905,20
506269182,2
506273615,2
506276195,0
506277217,0
506279602,1
506282628,1
506303387,20
506304606,4
506306573,4
506316731,3
506317579,3
506327847,1
506328663,2
506332054,0
506334869,1
506337036,0
506345521,20
506349689,2
506357174,4
506359483,4
506363358,3
506368941,2
506369936,3
506374616,2
506381451,1
506383825,20
506384250,1
506384953,0
506388290,0
506404333,4
506406245,4
506414978,3
506421653,3
506427594,20
506428539,2
506430711,0
506433987,2
506436523,0
506444527,1
506458773,1
506461812,20
506464303,4
506465241,3
506467128,4
506468382,3
506476821,2
506483861,0
506485421,0
506489020,1
506495206,1
506500506,20
506501904,2
506514522,4
506515992,3
506516845,3
506522618,4
506531229,2
506534080,2
506540551,20
506542591,1
506543725,0
506544765,1
506545073,0
506564233,4
506573532,4
506574907,3
506576331,3
506580368,20
506584940,0
506587126,0
506589747,1
506590715,2
506596447,1
506612951,4
506618643,2
506618911,4
506621219,20
506623569,3
506630351,3
506633598,2
506635059,2
506640998,1
506641906,1
506643080,0
506644464,0
506660519,20
506664145,4
506667865,4
506677525,3
506678622,3
506687616,1
506690575,0
506691720,20
506694633,2
506696577,1
506696856,0
506724771,3
506727776,4
506728446,4
506729553,3
506730155,20
506739132,1
506741737,2
506743088,0
506743987,1
506744797,0
506746158,2
506773259,20
506774009,4
506776414,3
506777100,3
506777750,4
506793916,2
506796823,2
506798783,1
506802379,0
506803203,0
506813335,20
506818731,1
506823460,4
506824262,4
506839423,3
506840247,3
506843688,1
506850472,0
506852571,20
506853438,2
506855975,2
506857974,0
506870351,1
506873013,4
506878730,4
506884017,3
506890232,3
506892865,20
506897151,1
506902056,2
506902982,0
506903840,0
506908368,2
506922232,1
506924501,4
506925527,4
506929539,20
506935888,3
506945370,3
506947104,1
506950787,0
506953570,2
506955191,2
506957616,0
506972200,1
506972870,20
506982807,3
506984659,4
506985756,4
506988298,3
506996885,1
507002147,2
507003068,1
507003716,0
507004612,0
507006302,2
507010061,20
507023970,4
507025571,4
507035126,3
507041648,3
507050441,20
507051576,0
507052570,2
507053446,2
507057758,0
507059376,1
507062237,1
507081380,20
507084931,4
507089286,4
507093807,3
507096277,3
507103571,0
507104479,0
507111347,1
507115062,2
507120734,2
507121081,1
507122303,20
507137493,4
507138392,4
507141813,3
507149162,3
507159523,2
507160554,20
507162710,1
507163793,0
507164949,0
507166009,2
507166844,1
507182543,4
507185025,4
507196128,3
507196751,3
507203142,20
507209462,0
507211624,2
507214419,2
507222403,1
507229725,1
507232996,0
507234000,4
507236888,4
507240890,20
507241765,3
507248934,3
507257241,2
507263568,0
507264963,0
507266357,2
507284061,1
507285589,20
507290421,1
507293892,4
507295658,3
507297408,3
507297626,4
507311289,2
507320037,20
507320973,2
507321847,1
507322873,0
507324986,0
507328746,1
507345509,4
507347506,4
507354510,3
507356067,3
507360537,20
507371227,0
507372364,2
507374889,1
507377084,2
507377310,1
507391134,0
507392682,4
507397371,4
507399929,20
507401319,3
507410165,2
507411137,3
507413243,2
507423438,0
507424851,0
507437841,1
507440417,20
507441124,1
507444187,4
507447035,4
507456209,3
507457296,3
507471221,2
507472982,0
507474435,20
507474815,2
507476262,0
507482822,1
507493329,1
507495162,4
507497451,4
507503396,3
507510854,20
507511958,3
507517782,2
507522790,0
507524265,0
507526291,2
507542671,1
507543540,4
507546271,4
507550289,20
507552848,1
507556022,3
507558175,3
507569085,2
507569927,0
507573967,2
507576215,0
507591427,20
507596089,1
507597643,1
507604121,4
507604890,4
507616546,3
507617578,3
507618447,2
507623741,0
507624441,0
507626158,2
507629813,20
507641974,1
507651635,4
507653529,1
507657623,4
507661700,3
507668868,3
507672479,20
507676627,2
507682710,0
507700197,2
507701696,1
507702941,4
507705032,0
507706599,4
507710080,20
507714433,1
507716232,3
507717097,3
507729028,2
507731471,0
507736701,2
507737046,0
507750412,20
507755728,1
507756581,1
507761313,3
507764146,4
507770341,3
507771838,4
507777395,2
507783032,0
507784470,0
507787386,2
507797000,20
507803680,1
507803904,4
507808033,4
507813367,1
507815136,3
507816050,3
507821511,20
507829499,0
507832555,2
507833168,2
507836955,0
507856954,1
507857970,1
507860712,20
507864918,4
507868825,4
507873148,3
507876546,2
507877396,3
507879963,0
507883239,0
507885280,2
507904995,20
507905795,1
507913582,1
507915367,4
507917251,4
507922171,3
507930973,2
507932981,2
507939870,20
507942713,0
507943942,0
507962564,1
507964785,4
507965945,4
507973641,1
507975409,3
507976901,3
507984302,20
507988463,0
507989214,2
507992508,2
508013108,0
508017475,4
508022043,1
508023256,4
508023906,20
508024609,3
508033043,3
508037536,2
508040719,0
508043763,0
508063164,2
508065120,20
508065995,4
508068024,4
508076947,1
508078760,1
508081419,3
508089223,2
508090339,3
508092760,2
508096582,0
508100104,20
508122707,1
508123983,4
508125714,4
508131741,1
508133552,3
508137070,3
508140057,2
508141381,20
508142723,0
508143597,0
508148317,2
508173058,4
508175745,1
508177498,1
508179090,4
508180654,3
508181591,20
508187904,2
508188985,3
508198154,2
508200809,0
508203589,0
508220760,20
508222857,1
508223118,4
508226822,4
508233478,3
508235433,1
508239004,3
508239651,2
508248942,2
508249591,0
508251001,20
508257439,0
508276110,4
508285530,1
508286231,3
508289142,3
508291148,20
508296333,1
508300278,2
508302663,0
508304824,0
508321822,2
508333360,20
508336558,1
508337307,4
508339130,1
508340962,4
508341580,3
508349155,2
508353547,2
508356350,0
508373098,20
508384588,4
508385078,1
508390440,4
508392300,1
508393971,3
508405971,3
508406390,2
508406895,2
508409257,0
508411943,20
508431588,0
508435961,1
508437506,1
508439731,4
508444382,3
508449531,3
508453282,20
508454245,2
508454948,2
508460754,0
508481918,0
508484380,1
508485032,4
508488156,4
508490294,20
508495487,3
508497559,1
508500162,3
508500785,2
508507819,0
508508799,2
508533112,0
508534649,20
508542955,1
508545764,4
508548987,4
508552493,1
508555494,3
508557951,3
508559301,2
508560755,0
508564800,0
508571654,2
508577095,20
508594218,4
508601025,1
508602117,1
508602333,4
508602908,20
508603809,3
508609786,3
508610337,2
508615284,2
508621379,0
508622855,0
508640585,20
508641937,1
508645473,4
508649063,1
508651764,4
508654042,3
508656846,2
508657917,3
508666860,2
508669770,0
508682021,20
508695101,0
508695946,4
508698290,4
508701104,3
508703532,1
508709554,1
508710863,2
508711363,3
508716964,2
508719934,0
508720838,20
508725484,0
508744171,4
508749471,4
508753184,3
508754351,1
508755574,1
508764090,3
508764832,20
508768098,0
508772375,2
508777835,2
508778193,0
508800831,20
508802104,1
508805771,1
508809868,4
508810754,4
508816530,3
508821626,2
508823118,0
508827195,0
508830576,2
508835317,3
508841140,20
508851911,1
508854610,1
508857085,4
508858580,4
508860190,3
508868905,2
508869910,3
508877123,2
508880479,0
508882024,20
508884000,0
508904356,4
508909467,4
508911242,1
508913652,3
508915784,1
508916063,3
508916527,2
508919560,0
508920968,20
508923460,0
508926846,2
508954476,4
508957039,4
508960075,3
508961283,20
508962219,1
508965767,1
508969490,3
508972204,2
508975417,2
508980528,0
508983390,0
509001555,20
509011328,1
509013091,4
509014055,3
509015343,1
509017264,3
509017577,4
509029186,0
509031560,2
509034966,20
509035392,2
509036631,0
509062066,1
509062703,4
509064785,1
509066186,4
509071303,20
509072357,3
509077704,3
509080362,0
509082086,2
509083507,0
509087386,2
509112415,4
509113869,20
509115878,4
509120421,3
509123106,1
509127412,1
509134487,2
509135346,2
509143587,0
509149397,3
509155841,20
509159274,0
509164967,4
509169076,4
509172911,3
509174100,1
509176262,1
509176945,3
509189502,0
509191517,20
509194429,2
509195514,2
509197519,0
